"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"OG0003706",0.165158730625423,-0.16530166271293,1.02816552920305,0.589888291954168,NA
"OG0003713",0,NA,NA,NA,NA
"OG0003718",0.0348800929299179,0.0690541225605057,1.00918236957302,0.928593260528065,NA
"OG0003723",0,NA,NA,NA,NA
"OG0003728",0,NA,NA,NA,NA
"OG0003746",0.126120150119755,-0.158228036909868,1.02576086766651,0.589888291954168,NA
"OG0003750",0,NA,NA,NA,NA
"OG0003754",0,NA,NA,NA,NA
"OG0003763",1.15611111437796,-0.211359547781956,1.04998753058642,0.210280391516939,NA
"OG0003797",0,NA,NA,NA,NA
"OG0003802",9.48543468003308,-0.121543194943149,1.00489025919126,0.595510101864361,0.760615929365256
"OG0003805",0,NA,NA,NA,NA
"OG0003807",0,NA,NA,NA,NA
"OG0003813",0,NA,NA,NA,NA
"OG0003816",0,NA,NA,NA,NA
"OG0003817",0,NA,NA,NA,NA
"OG0003821",0,NA,NA,NA,NA
"OG0003850",0,NA,NA,NA,NA
"OG0003851",0,NA,NA,NA,NA
"OG0003852",11.956584469359,-0.220467724288389,1.05599374420623,0.0335557842173769,0.097483328892351
"OG0003871",0,NA,NA,NA,NA
"OG0003874",0,NA,NA,NA,NA
"OG0003885",0,NA,NA,NA,NA
"OG0003905",0,NA,NA,NA,NA
"OG0003918",0,NA,NA,NA,NA
"OG0003919",0,NA,NA,NA,NA
"OG0003926",0,NA,NA,NA,NA
"OG0003927",0,NA,NA,NA,NA
"OG0003928",0,NA,NA,NA,NA
"OG0003929",0,NA,NA,NA,NA
"OG0003930",0,NA,NA,NA,NA
"OG0003931",0,NA,NA,NA,NA
"OG0003932",0,NA,NA,NA,NA
"OG0003936",0,NA,NA,NA,NA
"OG0003938",0,NA,NA,NA,NA
"OG0003941",0,NA,NA,NA,NA
"OG0003963",0,NA,NA,NA,NA
"OG0003964",0,NA,NA,NA,NA
"OG0003967",0,NA,NA,NA,NA
"OG0003969",0,NA,NA,NA,NA
"OG0003970",0,NA,NA,NA,NA
"OG0003974",0,NA,NA,NA,NA
"OG0003977",0,NA,NA,NA,NA
"OG0003980",0,NA,NA,NA,NA
"OG0004014",0,NA,NA,NA,NA
"OG0004035",7.9739280614374,0.0978730212899643,0.996040054618611,0.702018090130662,0.834682926060866
"OG0004036",0,NA,NA,NA,NA
"OG0004047",18.7447791411153,-0.113926258316181,1.00214772266987,0.622465798666621,0.768257176166113
"OG0004048",0,NA,NA,NA,NA
"OG0004075",0,NA,NA,NA,NA
"OG0004077",0.0996382039113249,0.10342274416708,1.01225039010761,0.984022535867913,NA
"OG0004079",0,NA,NA,NA,NA
"OG0004080",2.31222222875592,-0.216297244361547,1.05316864830985,0.130132371887365,NA
"OG0004084",0,NA,NA,NA,NA
"OG0004111",0,NA,NA,NA,NA
"OG0004116",0,NA,NA,NA,NA
"OG0004122",0.234156500752568,-0.11086334783159,1.00658520568269,0.744326263930109,NA
"OG0004127",0,NA,NA,NA,NA
"OG0004137",0,NA,NA,NA,NA
"OG0004145",0,NA,NA,NA,NA
"OG0004147",0,NA,NA,NA,NA
"OG0004181",0,NA,NA,NA,NA
"OG0004197",0,NA,NA,NA,NA
"OG0004199",0,NA,NA,NA,NA
"OG0004202",0,NA,NA,NA,NA
"OG0004203",3.18821863795398,0.216960863918399,1.05126052050207,0.186794819201559,NA
"OG0004207",0,NA,NA,NA,NA
"OG0004208",0,NA,NA,NA,NA
"OG0004223",0.165158730625423,-0.16530166271293,1.02816552920305,0.589888291954168,NA
"OG0004224",0.0996382039113249,0.10342274416708,1.01225039010761,0.984022535867913,NA
"OG0004225",0,NA,NA,NA,NA
"OG0004262",0,NA,NA,NA,NA
"OG0004270",0,NA,NA,NA,NA
"OG0004274",5.54928660526921,-0.219307732690156,1.05519366338122,0.0655812902284574,NA
"OG0004276",0,NA,NA,NA,NA
"OG0004292",0,NA,NA,NA,NA
"OG0004334",0,NA,NA,NA,NA
"OG0004335",0.25224030023951,-0.183602896350686,1.03520085353836,0.484362575163858,NA
"OG0004358",24.8447928668498,0.21775691667707,1.04934314157315,NA,NA
"OG0004360",3.13420628881418,0.216888507328988,1.05121937800372,NA,NA
"OG0004369",0,NA,NA,NA,NA
"OG0004371",0,NA,NA,NA,NA
"OG0004375",0,NA,NA,NA,NA
"OG0004403",0,NA,NA,NA,NA
"OG0004430",0,NA,NA,NA,NA
"OG0004433",0,NA,NA,NA,NA
"OG0004437",0,NA,NA,NA,NA
"OG0004447",0,NA,NA,NA,NA
"OG0004461",0,NA,NA,NA,NA
"OG0004483",0,NA,NA,NA,NA
"OG0004487",0,NA,NA,NA,NA
"OG0004505",0,NA,NA,NA,NA
"OG0004521",0,NA,NA,NA,NA
"OG0004532",0,NA,NA,NA,NA
"OG0004578",0,NA,NA,NA,NA
"OG0004582",0,NA,NA,NA,NA
"OG0004586",0,NA,NA,NA,NA
"OG0004637",0,NA,NA,NA,NA
"OG0004640",15.119558035106,0.25732380380492,1.06563475280552,NA,NA
"OG0004644",0,NA,NA,NA,NA
"OG0004645",316.113352969282,0.261524741327933,1.0117190500185,0.437872093244366,0.598737775226961
"OG0004679",0.291278880745178,-0.186772856636968,1.03665962003109,0.462475586569567,NA
"OG0004680",0,NA,NA,NA,NA
"OG0004682",0,NA,NA,NA,NA
"OG0004683",0,NA,NA,NA,NA
"OG0004725",6.10441238479925,-0.219492328110142,1.05531941705948,0.0607395884905619,NA
"OG0004731",1.63965529951919,0.207976643465554,1.04636667342457,0.28335602960399,NA
"OG0004740",0,NA,NA,NA,NA
"OG0004742",0,NA,NA,NA,NA
"OG0004750",0,NA,NA,NA,NA
"OG0004761",0,NA,NA,NA,NA
"OG0004763",0,NA,NA,NA,NA
"OG0004764",0,NA,NA,NA,NA
"OG0004773",0,NA,NA,NA,NA
"OG0004781",0,NA,NA,NA,NA
"OG0004784",0,NA,NA,NA,NA
"OG0004788",0,NA,NA,NA,NA
"OG0004795",3.37040256012278,0.217553750481484,1.05158382867637,0.180000397110765,NA
"OG0004796",4.98191019556625,-0.219039064791979,1.05501088028109,0.0719276520476263,NA
"OG0004800",5.94571430251523,-0.219445484823181,1.05528741078281,0.0620165571049185,NA
"OG0004831",0,NA,NA,NA,NA
"OG0004873",0,NA,NA,NA,NA
