"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"Actinomycetales" 3427.00686628071 0.948648576941808 0.429266862444861 2.20992734342186 0.0271102052006624 0.121995923402981
"Bacillales" 21.6287152031729 1.81535961042938 2.18483201125553 0.830892078236332 0.406034599211478 0.522044484700472
"Burkholderiales" 1609.80588199336 -0.170151594117498 0.624969430796591 -0.272255866819952 0.785425288030228 0.883603449034007
"Caulobacterales" 17.1461770842185 0.105612229188033 2.18615371089897 0.0483096081769129 0.961469497278161 0.961469497278161
"Flavobacteriales" 65.939428996031 2.02379202999658 1.29838784120658 1.55869607352137 0.119068331560565 0.341446361440772
"Pseudomonadales" 8357.76338998038 -2.51660586297574 0.817045170340811 -3.08013063944311 0.00206909816790555 0.01862188351115
"Rhizobiales" 7288.38759158187 0.272334229026237 0.279876412263687 0.973051736741772 0.330527589343606 0.495791384015409
"Sphingomonadales" 574.280063908191 -0.708309564035437 0.494159008369906 -1.43336365833328 0.151753938418121 0.341446361440772
"Xanthomonadales" 7926.07277252204 0.466991523947717 0.418379319675575 1.1161916996993 0.264340086662509 0.475812155992516
