"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Root154|1069",1.59561054130414,-0.151433854225307,1.02437897389695,0.752708769344941,NA
"Root154|1324",11.1271163649955,-0.116315433721875,0.948617852577737,0.739635532932337,NA
"Root154|133",0,NA,NA,NA,NA
"Root154|1566",8.00647807847525,-0.162208801679135,0.985086399499486,0.522218075163877,NA
"Root154|2998",12.259897449559,0.0741820242370476,0.889599450309758,0.874130434204204,NA
"Root154|3022",2.46161780283028,0.245478193286434,1.05590176252625,0.164797147522776,NA
"Root154|3288",0.110952952425832,-0.0647450016412635,1.01379443372432,0.508841457354258,NA
"Root154|3477",0,NA,NA,NA,NA
"Root154|3495",0,NA,NA,NA,NA
"Root154|3693",7.75291825022548,-0.0336844690911689,0.937777250106795,0.923060186082869,NA
"Root154|3771",23.787133348239,-0.342397905217758,0.979023977251757,0.397704738402186,NA
"Root154|4106",1.58989166281541,-0.151241273060283,1.02433006699123,0.754037637668994,NA
"Root154|4118",1.73791555032361,-0.154588149497546,1.02522889720107,0.728922161566583,NA
"Root154|455",3.72757252846874,-0.302740598898545,1.0624285700064,0.385192582120869,NA
"Root154|799",0,NA,NA,NA,NA
"Root154|1032",5.20656394628954,-0.0843754200592049,0.97438213088037,0.752641650126756,NA
"Root154|1066",1.22580701293234,-0.142060724480419,1.02208246933517,0.828815200290425,NA
"Root154|1134",0,NA,NA,NA,NA
"Root154|1153",0.998576571832485,-0.134733634603491,1.02054527391572,0.888445730336245,NA
"Root154|1160",1.24706163141899,-0.142646158877692,1.02221550547323,0.823869970439291,NA
"Root154|1161",0,NA,NA,NA,NA
"Root154|1164",0,NA,NA,NA,NA
"Root154|1170",0.738614108887534,-0.123804973432967,1.01864965094728,0.978404095541047,NA
"Root154|1203",1.39033244025889,-0.146544283170487,1.02313289123394,0.792422605183735,NA
"Root154|1213",1.81754618094153,-0.15609589022386,1.02566012200004,0.716204101067824,NA
"Root154|1278",11.8423893104481,-0.0685111054308673,0.91236713646882,0.867134380676194,NA
"Root154|1306",15.8256794995982,-0.515530298581659,1.1155914334652,0.130630077142816,NA
"Root154|1320",5.41106447029997,-0.423641916211664,1.11632658210715,0.223274207045356,NA
"Root154|154",2.94143276378217,-0.261754082467954,1.04820984310249,0.478789839956985,NA
"Root154|1628",10.5871435341769,-0.142297802359485,0.946544548051119,0.690362870082742,NA
"Root154|1729",23.6979713936779,-0.523442881448867,1.07745794515162,0.200776604749571,NA
"Root154|1764",73.9554192763966,-0.46883291292159,1.00865836545086,0.297678680792217,0.495052588708795
"Root154|185",4.81868963704439,-0.222828057188782,1.04403463368676,NA,NA
"Root154|190",0,NA,NA,NA,NA
"Root154|1999",0,NA,NA,NA,NA
"Root154|2024",2.97460716811818,-0.213147685623577,1.02673163030643,0.590665733781805,NA
"Root154|203",0,NA,NA,NA,NA
"Root154|2096",1.31034542761733,-0.144427948317399,1.022626549888,0.809455840426035,NA
"Root154|2097",2.12894654914642,-0.161307355656581,1.02723417755432,0.672714681379362,NA
"Root154|2098",0,NA,NA,NA,NA
"Root154|2099",0,NA,NA,NA,NA
"Root154|212",2.35663080205829,-0.179177452356232,1.03022702743875,0.62685081932469,NA
"Root154|215",0.887623619406653,-0.130575051637466,1.01977080337189,0.923200154930784,NA
"Root154|220",5.43459670787774,-0.0848802097244918,0.964631211800342,0.722560824474859,NA
"Root154|2434",12.7837849959954,0.555885868825782,1.11684622467839,0.202692501905193,NA
"Root154|253",6.60299830040359,0.42730549389367,1.1584379752265,0.00684258296668778,NA
"Root154|2541",4.26909082563951,-0.268619028361661,1.0542297442714,0.391969501549982,NA
"Root154|2571",1.01446097621987,-0.135215063408517,1.02064271301296,0.884256430318285,NA
"Root154|2574",0.955853552677986,-0.133078516279184,1.02023255040569,0.901920960212087,NA
"Root154|2575",0.0422692073424946,-0.0404394222677413,1.01370001131344,0.325639840860134,NA
"Root154|2579",0,NA,NA,NA,NA
"Root154|2600",1.84629825832308,-0.176404186327366,1.02809046680134,0.688390821779193,NA
"Root154|2625",2.20860691455008,-0.169080580913652,1.02842162299858,0.654475742734954,NA
"Root154|2627",0,NA,NA,NA,NA
"Root154|2633",1.39033244025889,-0.146544283170487,1.02313289123394,0.792422605183735,NA
"Root154|2655",9.8358140578303,0.299743027217858,1.01054213172669,0.415646295234971,NA
"Root154|2656",0.651718331371354,-0.119372647458617,1.01800130604689,0.984394561465753,NA
"Root154|2806",0,NA,NA,NA,NA
"Root154|2808",0.0739686349505544,-0.0543039999440661,1.01353998344767,0.425171036291765,NA
"Root154|301",420.083170979322,4.47948453769326,2.66599072801424,NA,NA
"Root154|3087",3.83196538040941,-0.327298742070969,1.07065444928878,0.355886018104417,NA
"Root154|3120",5.08006951766068,-0.399900626879966,1.10401700717641,0.248382509711655,NA
"Root154|3122",0,NA,NA,NA,NA
"Root154|3162",3.19244932200009,-0.264270255953303,1.04974635849779,0.457519204713736,NA
"Root154|3340",17.1170365795588,-0.304180329902433,0.951513109888454,0.49897224774958,NA
"Root154|3371",13.6923817072242,-0.106281369426185,0.928044337126774,0.789495723751844,NA
"Root154|3408",1.73826292133803,-0.154657064867859,1.02524628074772,0.72855512110344,NA
"Root154|3496",0.0369843174752772,-0.038300407954385,1.01376567379565,0.325639840860166,NA
"Root154|3521",21.1555639394155,-0.240604932602272,0.898271643424528,0.601733300322252,NA
"Root154|353",4.96244624135099,-0.0984475653925242,0.964893975621974,0.733957295226953,NA
"Root154|365",0.651718331371354,-0.119372647458617,1.01800130604689,0.984394561465753,NA
"Root154|3809",18.2050939663151,-0.396567755738814,1.00865472120653,0.31482401692057,NA
"Root154|3884",641.192780549366,3.57264799142317,2.31043184798141,NA,NA
"Root154|3940",79.8433242191863,-0.129933949612745,0.892629850594267,0.759546534433925,0.829784396064757
"Root154|3941",41.5074213291989,-0.187189447436168,0.870756036992581,0.687935883580885,0.781107162804271
"Root154|3946",13.826582160423,-0.809388792031208,1.4700309481442,0.0360778181445889,NA
"Root154|3949",48.4145643107147,-0.585253229940432,1.0953995972099,0.189730273389251,0.392937106463377
"Root154|4267",25.8177690680973,-0.577521846104069,1.1102561006417,0.166911801096493,NA
"Root154|4268",4.49003884427444,0.341405271897148,1.10597859355969,0.0204240830271429,NA
"Root154|499",0,NA,NA,NA,NA
"Root154|516",0,NA,NA,NA,NA
"Root154|519",3.55049447762661,-0.18750175662106,1.03459248453984,NA,NA
"Root154|839",20.9944394131865,0.0670402105112627,0.917519836445778,0.877303620030962,NA
"Root154|891",2.85678920167465,-0.204841915289526,1.03583505303096,0.550967552331624,NA
"Root154|1137",5.23126354858582,-0.29809731717456,1.06533080005482,0.323068244252433,NA
"Root154|1138",9.54794041315557,0.219384159213309,0.989150162191737,0.522106312130012,NA
"Root154|1255",0.825509886403715,-0.127785469302606,1.01929033166143,0.945356811181904,NA
"Root154|182",9.09546027952899,-0.0580151601487687,0.930928008007261,0.869235927140268,NA
"Root154|2105",11.3906937556809,-0.126201307127439,0.963746622547901,0.698336436517718,NA
"Root154|2398",8.40926411842033,-0.286229432393622,1.00019008742458,0.364190594201069,NA
"Root154|2474",395.217983181247,4.62665598965001,1.9609482889018,NA,NA
"Root154|2525",1.07254520678304,-0.13729919978239,1.0210579114776,0.867448326257622,NA
"Root154|2538",0.782061997645625,-0.125836678105008,1.01896937651357,0.961415712496309,NA
"Root154|2635",6.15549094915037,-0.138036087170783,0.966395846415273,0.602916034889324,NA
"Root154|2659",0,NA,NA,NA,NA
"Root154|2692",14.6350541743615,-0.117511050006703,0.888057422746385,0.791340511005185,NA
"Root154|2909",3.74932060514837,-0.245843838810352,1.04695728228258,0.44329965191791,NA
"Root154|3013",7.86204024416816,-0.540353993109651,1.19304436957299,0.122078798988927,NA
"Root154|3161",1.52169146432981,-0.149691450924263,1.02392498220766,0.766475837561929,NA
"Root154|3166",17.1275788609543,-0.160306986531569,0.927974259248894,0.680227506931873,NA
"Root154|3191",6.63808119280869,-0.446134670740144,1.13210807958387,0.181612842975458,NA
"Root154|350",12.0607985505503,-0.414319475880981,1.05465392202242,0.208410404351726,NA
"Root154|4281",8.05671126549101,-0.0115360494302866,0.95564087144168,0.965885906934408,NA
"Root154|606",0.195491367110821,-0.0803805334471335,1.0145003519211,0.644372029795994,NA
"Root154|609",2.21905904851663,-0.16273678338023,1.02768533877766,0.661205581387029,NA
"Root154|1026",25.2738120221776,-0.807462763816379,1.36377216841632,0.040785455859679,NA
"Root154|1675",16.8912835915063,0.115377386841106,0.908363954003357,0.798338521376239,NA
"Root154|1812",1.39488384230232,-0.146676157393622,1.02316455755614,0.791409228997874,NA
"Root154|1813",39.128703881391,0.0102751726063964,0.840622254329805,0.989158845387304,0.992505556292364
"Root154|2157",13.9239090243998,0.197588169131272,0.961555638029327,0.613469328301281,NA
"Root154|2239",6.99582335646956,0.0805254291098781,0.946521601198845,0.835611904977805,NA
"Root154|2306",4.23273181083727,0.0121896937164591,0.980962136539093,0.984812540859691,NA
"Root154|2322",12.1695438690605,0.330530318666591,1.00169270235917,0.409076025627842,NA
"Root154|2471",4.89861588673942,-0.358981304754613,1.08614141753793,0.283846492417656,NA
"Root154|2748",5.67158469662845,-0.104740823218042,0.976802147433956,0.698508156436812,NA
"Root154|3192",3.1672901716867,-0.283295541537483,1.05469446553544,0.439249976625641,NA
"Root154|3236",1.08619721895226,-0.137675250866097,1.02113880739599,0.86425804376675,NA
"Root154|3269",3.0127630665147,-0.239431845385121,1.04327672429405,0.498261982905838,NA
"Root154|4070",0.338153658739957,-0.0971567464192489,1.01561927710818,0.792848405471411,NA
"Root154|4079",357.089043407719,5.65722371072524,2.56976457917501,NA,NA
"Root154|4154",1.88097477094339,-0.157205592786339,1.02598579932995,0.706750715315053,NA
"Root154|4232",6.12894793278288,-0.20533948196954,0.992424443608915,0.604337199787299,NA
"Root154|4397",8.264002592452,-0.176012830579346,0.9863533506169,0.494726686270331,NA
"Root154|699",9.30219245088469,-0.325257379654488,1.01343640097874,0.31021035079671,NA
"Root154|781",9.50807603141249,-0.0794871539180049,0.932138573937948,0.823771052044888,NA
"Root154|895",13.7151225052158,-0.252034694199746,0.960118371214799,0.503901343960818,NA
"Root154|966",3.44188648721067,0.0285510748009962,0.976751832123355,0.923651026373434,NA
"Root154|1124",10.2302200796206,-0.355005210952911,1.02646511995716,0.271532573210549,NA
"Root154|1585",546.323981241557,6.00671917595446,2.07724518371329,8.30141266729417e-05,0.00120963441723429
"Root154|1996",27.7444438263021,-0.173808855245844,0.869444647559007,0.710356259698402,NA
"Root154|2605",4.50302486765298,-0.331220619055153,1.07446692237432,0.321772043027947,NA
"Root154|278",81.3877984094074,-0.557657985241357,0.959143272957435,0.275687309641991,0.478061264458592
"Root154|3034",12.0404058383201,-0.0122438926673869,0.900380917059996,0.972131657998144,NA
"Root154|333",3.62914812098058,0.202977781351396,1.01952087090589,0.441496330923382,NA
"Root154|3392",4.5422669810289,-0.0245648180508649,0.963326507068314,0.880462045552064,NA
"Root154|4040",11.6292235467494,0.248104672475184,0.9534476502469,0.560676128406755,NA
"Root154|468",9.91308389175155,-0.61987227894975,1.26041206564249,0.0802283221148769,NA
"Root154|760",526.168076312866,5.29980814920213,2.50946054785913,NA,NA
"Root154|785",2.51233529527083,-0.207578685542843,1.03520579577062,0.577127796644211,NA
"Root154|1328",0.999301441436076,-0.134647936349997,1.02053263490329,0.888796942635608,NA
"Root154|1344",12.769151253847,-0.216344041449437,0.930991606928691,0.621341081774714,NA
