"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Root123D2|1263",7.0731054065466,-0.271626541442511,1.03237095385018,0.402518237973461,NA
"Root123D2|1489",6.05551394423609,-0.300984290645829,1.07429473836672,0.206730487933617,NA
"Root123D2|1977",0,NA,NA,NA,NA
"Root123D2|2007",1.17589312586281,-0.15871546912589,1.02717077806533,0.684471787928546,NA
"Root123D2|2016",3.32182340835328,0.230553318221685,1.05733980785032,0.0941962343189791,NA
"Root123D2|203",0,NA,NA,NA,NA
"Root123D2|2047",2.21087809072299,-0.177701990305845,1.03359056758136,0.520437326863762,NA
"Root123D2|2058",0.0736959363574329,-0.0675435868626315,1.0139415520498,0.550900095839061,NA
"Root123D2|2148",6.79712980759231,-0.306444373135083,1.04355427288818,0.325640607030677,NA
"Root123D2|2163",126.980315184114,0.773878740122922,1.31580828822899,NA,NA
"Root123D2|228",0,NA,NA,NA,NA
"Root123D2|2454",11.5083287779454,-0.269952337579778,1.02181119818269,NA,NA
"Root123D2|2469",0,NA,NA,NA,NA
"Root123D2|2507",0.237273100596663,0.186379856374443,1.03627960978043,0.297162319894217,NA
"Root123D2|2541",0,NA,NA,NA,NA
"Root123D2|27",5.75715248094701,0.0907443973573799,0.971956179421126,0.781710097350819,NA
"Root123D2|291",206.523577601634,0.418598496012299,1.14882788645603,0.0188683833630056,0.0736831029139268
"Root123D2|3072",6.92433071444662,-0.0161136278105392,0.963249903854973,0.953426611262071,NA
"Root123D2|3157",0,NA,NA,NA,NA
"Root123D2|322",0.0734933203664253,-0.0674873718457568,1.01393870815812,0.550900095839061,NA
"Root123D2|3221",6.69611993946634,-0.238879012953845,1.05461799901314,NA,NA
"Root123D2|3299",26.2885061845421,-0.303387711426489,0.992368858150148,0.436911828282145,NA
"Root123D2|3441",0,NA,NA,NA,NA
"Root123D2|3511",201.273294649145,0.53511818274516,1.24208033469511,NA,NA
"Root123D2|3523",0,NA,NA,NA,NA
"Root123D2|3629",9.46358598083176,0.0855530420384528,0.959912449513407,0.810389269399077,NA
"Root123D2|3732",8.43549097764432,-0.00741717538868712,0.954931352446708,0.975809435084861,NA
"Root123D2|3951",2.65102754895751,-0.19338332042945,1.03755760206703,0.46273159235714,NA
"Root123D2|3985",17.0815931192558,0.0184228931602121,0.937321278593065,0.969150326805059,NA
"Root123D2|399",4.68825730415872,0.0862630717323385,0.971343549164154,0.790598120807595,NA
"Root123D2|3992",621.226831943332,0.424077210917751,1.15013156769344,0.0294938470575371,0.0974025196035946
"Root123D2|4113",3.71360772783518,-0.0248660231313618,0.980462802257905,0.962009302755225,NA
"Root123D2|4210",16.1640359369511,-0.651396684523525,1.32883667784124,0.02354826741736,NA
"Root123D2|4433",2.21087809072299,-0.177701990305845,1.03359056758136,0.520437326863762,NA
"Root123D2|4530",0,NA,NA,NA,NA
"Root123D2|4531",0,NA,NA,NA,NA
"Root123D2|747",0,NA,NA,NA,NA
"Root123D2|950",11.3921548044542,-0.307272223099856,1.02908849686554,0.189529400903755,NA
"Root123D2|97",6.44535911842351,-0.0312216467017665,0.960181385284169,0.924053752283233,NA
"Root123D2|1054",2.61000410656329,0.220539285463196,1.05376363075903,0.116091463508445,NA
"Root123D2|1555",11.2914163399794,-0.24533054459803,0.974209157994955,0.528904575350753,NA
"Root123D2|1632",9.86150278083215,-0.368415437487058,1.10855803524354,0.111553616834679,NA
"Root123D2|1679",5.22000821312658,0.287719463373234,1.07980201607156,0.0435583908588751,NA
"Root123D2|1697",1.83733300916063,-0.172418039682291,1.03163169034554,0.566377192845244,NA
"Root123D2|1738",4.27436430873111,-0.197201267495998,1.04123300787447,0.369042711925633,NA
"Root123D2|1756",4.21671345692525,0.145807555766818,1.00105024970603,0.590090595621226,NA
"Root123D2|1771",12.4400958123917,-0.167956545618009,0.939328514094085,0.665189560814836,NA
"Root123D2|1903",1.26545653651553,0.214599459707409,1.05062851959789,0.169185786257681,NA
"Root123D2|2197",436.645492301857,0.722444716746981,1.33678507222197,NA,NA
"Root123D2|2199",0,NA,NA,NA,NA
"Root123D2|2256",2.21087809072299,-0.177701990305845,1.03359056758136,0.520437326863762,NA
"Root123D2|232",0,NA,NA,NA,NA
"Root123D2|2335",217.062466213862,0.602546195567592,1.2918679653759,NA,NA
"Root123D2|2455",213.77304691522,0.985821159915419,1.7592786903891,NA,NA
"Root123D2|2613",10.897720941981,-0.159293145166139,0.968130328517625,0.63425908042669,NA
"Root123D2|2854",2.35826996343785,-0.179440410500528,1.03427109187613,0.504878220537735,NA
"Root123D2|2967",6.77478332544228,-0.316705688730895,1.08138446396383,0.180094966330724,NA
"Root123D2|3129",16.1585061551163,-0.656792244517744,1.3344274704281,0.0231443675709789,NA
"Root123D2|3297",8.46274058794764,0.343695898809513,1.10727562486898,NA,NA
"Root123D2|3366",4.51448257841853,-0.316347208528243,1.07706015680409,0.238876429409146,NA
"Root123D2|3548",11.2261299200249,-0.295647633043706,1.01992329493858,0.407407341043311,NA
"Root123D2|3606",6.66786385234863,-0.292291749382962,1.0718959280999,NA,NA
"Root123D2|3863",0.808426524030679,-0.146284717360305,1.02383998182538,0.790012343102993,NA
"Root123D2|3882",0,NA,NA,NA,NA
"Root123D2|3906",2.87393890194888,-0.193375863628782,1.0380635880817,0.446866639484828,NA
"Root123D2|4102",1.62131059986352,-0.167662736011036,1.03008993558058,0.598500004730064,NA
"Root123D2|4207",7.8157583412796,0.0618886685895179,0.966285364077971,0.852217786260133,NA
"Root123D2|4208",0,NA,NA,NA,NA
"Root123D2|4315",192.374746335325,0.374925812157643,1.12375729150459,0.0130004226601241,0.0589425942641221
"Root123D2|4466",0,NA,NA,NA,NA
"Root123D2|4603",7.56691980089748,0.0378211899911035,0.971184226231956,0.909306634994411,NA
"Root123D2|49",0,NA,NA,NA,NA
"Root123D2|658",0,NA,NA,NA,NA
"Root123D2|767",2.80044558158245,-0.183933633952405,1.03609962973293,0.464674325938388,NA
"Root123D2|837",0.365242905789073,-0.119312112616755,1.01855692976739,0.979580427553116,NA
"Root123D2|839",0.0608738176315122,-0.0637130141728798,1.01376422764869,0.550900095839061,NA
"Root123D2|891",2.06125744210704,-0.175752842201119,1.03284951005066,0.537603459021626,NA
"Root123D2|923",6.39149838480924,0.0985471361608188,0.961443194941276,0.780583589764768,NA
"Root123D2|1686",0,NA,NA,NA,NA
"Root123D2|1764",13.3193491122673,-0.361313643122485,1.06203304077218,0.270038088453279,NA
"Root123D2|243",183.91342978884,0.463140739142887,1.17412424239832,NA,NA
"Root123D2|2437",0.958047172646628,-0.15180081612323,1.02524481665605,0.74160913394219,NA
"Root123D2|253",8.26851708965527,0.114296477835937,0.982441027266108,0.71025403217952,NA
"Root123D2|2572",0,NA,NA,NA,NA
"Root123D2|2782",8.93430547025308,-0.49140429352679,1.17856698732115,0.0769123408369123,NA
"Root123D2|2803",0,NA,NA,NA,NA
"Root123D2|3403",6.57804134729319,-0.311109333865854,1.07889284254036,0.187820772449878,NA
"Root123D2|3969",0,NA,NA,NA,NA
"Root123D2|4087",0.474546201193325,0.201563231026343,1.04366655015337,0.25085701165835,NA
"Root123D2|4128",43.4493037384955,0.108509593048316,0.924850071284011,0.799663687365638,0.850536923937607
"Root123D2|650",64.3672542718992,-0.62117966674866,1.12893620069689,0.179713771244245,0.30777946518111
"Root123D2|745",3.89350432116307,0.00835953486197571,0.986124669199957,0.847704826576781,NA
"Root123D2|834",2.20427955346036,-0.177703398211496,1.03358910098562,0.520757949366159,NA
"Root123D2|1043",0,NA,NA,NA,NA
"Root123D2|109",0,NA,NA,NA,NA
"Root123D2|1219",2.94013804663903,-0.199203837874062,1.0393923944163,0.434912165108109,NA
"Root123D2|151",1.39637308696208,-0.164175632156065,1.02884168913818,0.637875756178985,NA
"Root123D2|1558",9.63978192746217,-0.36358376658386,1.10594308583485,0.11596453762999,NA
"Root123D2|1850",7.11489858626614,-0.258555269003538,1.03500190810627,0.367696038949033,NA
"Root123D2|2021",0,NA,NA,NA,NA
"Root123D2|2487",9.83826473894774,-0.468233361755675,1.1651732695745,0.0762685973841492,NA
"Root123D2|2791",9.05446937241387,-0.355610002835859,1.10147677414622,0.126149374891998,NA
"Root123D2|2832",696.438168016338,1.8918807963033,4.14671887126868,0.0111244071320633,0.0548363705633138
"Root123D2|2944",0,NA,NA,NA,NA
"Root123D2|3505",0.730485811578146,-0.143151711319585,1.02308703963911,0.817843867019206,NA
"Root123D2|3609",0.958047172646628,-0.15180081612323,1.02524481665605,0.74160913394219,NA
"Root123D2|3646",0,NA,NA,NA,NA
"Root123D2|3818",0.650441308490975,-0.138871858080259,1.02214153252436,0.85298295240981,NA
"Root123D2|4253",6.7660456415043,-0.314853018568889,1.08083983186455,0.183715288420814,NA
"Root123D2|43",3.39368392062111,0.0807709510102603,0.988052343164221,0.752297329177815,NA
"Root123D2|96",6.45173513858096,-0.0381380311856288,0.95017623827073,0.914461193284742,NA
"Root123D2|1928",0,NA,NA,NA,NA
"Root123D2|1936",7.12703400503764,-0.130305804489569,0.973551833072524,0.708904718280296,NA
"Root123D2|1947",5.23241148137774,-0.215878451890502,1.04682349887867,NA,NA
"Root123D2|1980",1.69034636842778,-0.169995097395036,1.03077505976773,0.587693436276091,NA
"Root123D2|1991",0.884351236289195,-0.149311546541326,1.02459345208618,0.764326131292915,NA
"Root123D2|2011",0,NA,NA,NA,NA
"Root123D2|2015",0,NA,NA,NA,NA
"Root123D2|25",305.577957745211,0.728838821654407,1.43929371442878,NA,NA
"Root123D2|2511",0,NA,NA,NA,NA
"Root123D2|3063",6.84723836952902,-0.318324035734736,1.08234077885086,0.179818096656281,NA
"Root123D2|3138",8.33988027546747,-0.490740354648454,1.17668717435871,0.08220743126934,NA
"Root123D2|3215",349.206206727333,0.853675624438775,1.49343198853652,NA,NA
"Root123D2|33",1.82621452894537,-0.172347049480924,1.03160362668614,0.567396895878175,NA
"Root123D2|3426",2.55670034052351,-0.181649877322722,1.03515544672059,0.48540321724189,NA
"Root123D2|4123",4.44378868710039,-0.201803442011994,1.04249604667053,NA,NA
"Root123D2|4158",2.67302504980921,0.0277844602397334,0.985359981407709,0.878099430122853,NA
"Root123D2|4328",10.7240258836479,0.139135885211813,0.969480545601906,NA,NA
"Root123D2|4522",4.85380100004019,-0.270350009141109,1.06184826474471,0.267028037664187,NA
"Root123D2|1722",0,NA,NA,NA,NA
"Root123D2|1723",0,NA,NA,NA,NA
"Root123D2|1733",0,NA,NA,NA,NA
"Root123D2|1921",0,NA,NA,NA,NA
"Root123D2|2056",1.91609434529326,-0.173675013429264,1.03208120683782,0.555796383840948,NA
"Root123D2|2545",25.1718855230214,-0.510864949334006,1.13460572765718,0.179454683677444,NA
"Root123D2|2941",0,NA,NA,NA,NA
"Root123D2|990",0,NA,NA,NA,NA
"Root123D2|1042",5.51829200337367,-0.166010679007058,0.992299786496054,0.629336928235022,NA
"Root123D2|1587",28.8242204438996,-0.295004276704888,0.982065603080418,NA,NA
"Root123D2|224",0,NA,NA,NA,NA
"Root123D2|2587",269.622527860721,0.521608371960328,1.10772127461878,NA,NA
"Root123D2|2590",2.57246882881589,-0.181737771487743,1.03519302505666,0.48430786446524,NA
"Root123D2|2706",10.8785211962186,0.167106875367702,0.995547929895665,NA,NA
"Root123D2|2730",5.42796763962611,0.0867165807716799,0.981245015322842,0.773395336829462,NA
"Root123D2|2956",1.39637308696208,-0.164175632156065,1.02884168913818,0.637875756178985,NA
"Root123D2|3498",187.667445748122,0.574101495213349,1.24013542488939,0.0582718240158726,0.154333791329168
"Root123D2|3821",28.2694351670435,-0.037172503182873,0.891665844021655,0.924852589230929,NA
"Root123D2|4303",0.589567490859463,-0.135423113505754,1.02142133067955,0.881956939434856,NA
"Root123D2|4311",9.80728815799539,0.358653242309227,1.11558441576941,NA,NA
"Root123D2|4501",2.06348621800812,-0.175782662975874,1.03286071194228,0.53733936322984,NA
"Root123D2|4528",4.21291291930925,-0.236639372169467,1.05081108706271,0.324265978836098,NA
"Root123D2|1586",27.0430224580332,0.100176709487606,0.931295702169978,0.808094000797629,NA
"Root123D2|1846",0,NA,NA,NA,NA
"Root123D2|2705",2.81084277535854,0.226511184761997,1.04756117896558,0.219302474889062,NA
"Root123D2|2962",0,NA,NA,NA,NA
"Root123D2|3178",0,NA,NA,NA,NA
"Root123D2|3499",81.3941789361437,0.387857579993395,1.03116774586838,0.329271708581218,0.459948731307967
"Root123D2|3787",0,NA,NA,NA,NA
"Root123D2|4283",0,NA,NA,NA,NA
"Root123D2|4312",2.05636687183774,0.218823727633975,1.05287429326249,0.132217216393095,NA
"Root123D2|4314",565.240100161326,0.637853061741392,1.32210489496265,NA,NA
"Root123D2|4502",0,NA,NA,NA,NA
"Root123D2|4527",12.7687040291553,-0.526945119325439,1.16800884789211,0.113451369651092,NA
"Root123D2|1727",0,NA,NA,NA,NA
"Root123D2|1777",3.46370900879935,-0.189030335254503,1.03831811714794,0.417512061321976,NA
