Root102	0	999999	0.00504034628357792
Root123D2	0	999999	0.0222957418688274
Root1277	0	999999	0.00442214557117415
Root1280	0	999999	0.0123876678901258
Root149	0	999999	0.0793665447892897
Root154	0	999999	0.0190895415832351
Root172	0	999999	0.00442189712749482
Root179	0	999999	0.0304126412565822
Root181	0	999999	0.00370134446467671
Root22	0	999999	0.011604197530805
Root322	0	999999	0.174528683457596
Root491	0	999999	0.0436761732720967
Root559	0	999999	0.296938207369819
Root569	0	999999	0.0335919733081754
Root61	0	999999	0.151253858807479
Root667	0	999999	0.00912509186942674
Root670	0	999999	0.0154100077611559
Root68	0	999999	0.00710645407091784
Root685	0	999999	0.018114212592211
Root70	0	999999	0.0229706504754673
